Manufacturer,Model,Year,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Autonomous_Level,CO2_Emissions_g_per_km,Safety_Rating,Units_Sold_2024,Warranty_Years,High_Range,Price_Segment,Range_per_kWh,Price_per_km,Efficiency_Tier,Est_Revenue_2024,Era
Seat,Avenger,2024,Nickel-Cobalt-Aluminum,35.7,514,Ultra-Fast Charging (350 Kw+),0.8,98529.83,Pearl White,Saudi Arabia,2,0.0,3.0,5446,5,1,Premium ($80K–$110K),14.398,191.69,Top,536593454.18,Recent (2022-2025)
Kia,Soul EV,2020,Lithium-Titanate,49.9,269,Overhead Pantograph Charging,0.6,41290.46,Electric Blue,Italy,3,0.0,5.0,1617,5,0,Budget (<$50K),5.391,153.5,High,66766673.82,Mid (2019-2021)
Geely,Geometry C,2024,Nickel-Manganese-Cobalt,102.9,233,Vehicle-To-Home (V2H),7.5,45221.98,Ice Silver,Spain,1,0.0,3.0,8335,5,0,Budget (<$50K),2.264,194.09,Low,376925203.3,Recent (2022-2025)
Faraday Future,FF 91,2023,Magnesium-Ion,34.2,192,Level 1 Charging,4.0,95127.79,Champagne,Japan,5,0.0,3.0,7683,3,0,Premium ($80K–$110K),5.614,495.46,High,730866810.5699999,Recent (2022-2025)
Jeep,Recon (upcoming),2020,Solid-State,66.5,416,Level 2 Charging,2.4,86072.39,Matte White,Czech Republic,2,0.0,5.0,16497,4,1,Premium ($80K–$110K),6.256,206.9,High,1419936217.83,Mid (2019-2021)
Peugeot,e-2008,2023,Nickel-Metal Hydride,146.4,264,Vehicle-To-Grid (V2G),8.7,87339.11,Cream,Norway,3,0.0,3.0,19152,3,0,Premium ($80K–$110K),1.803,330.83,Low,1672718634.72,Recent (2022-2025)
Byd,Seal,2018,Calcium-Ion,121.4,547,Mobile Charging,9.0,39618.37,Matte Blue,Thailand,1,0.0,3.0,3482,5,1,Budget (<$50K),4.506,72.43,High,137951164.34,Early (2015-2018)
Porsche,Panamera EV,2025,Aluminum-Ion,102.6,186,Solar Charging,5.6,96296.48,Metallic Silver,Israel,1,0.0,4.0,5555,3,0,Premium ($80K–$110K),1.813,517.72,Low,534926946.4,Recent (2022-2025)
Polestar,Polestar 4,2016,Lithium-Sulfur,94.1,189,Level 1 Charging,9.6,102658.14,Ruby Red,Indonesia,5,0.0,4.0,8,4,0,Premium ($80K–$110K),2.009,543.16,Low,821265.12,Early (2015-2018)
Pininfarina,Battista,2024,Sodium-Ion,75.9,194,Dc Fast Charging (Dcfc),6.0,64204.84,Silver,Germany,4,0.0,3.0,18839,3,0,Mid ($50K–$80K),2.556,330.95,Low,1209554980.76,Recent (2022-2025)
Polestar,Polestar 4,2018,Lead-Acid,100.5,168,Nacs,3.9,85641.64,Green,Israel,0,0.0,3.0,17330,3,0,Premium ($80K–$110K),1.672,509.77,Low,1484169621.2,Early (2015-2018)
Changan,Deepal S07,2025,Lithium-Ion,61.6,243,Plug-In Hydrogen Refueling,1.8,112210.48,Tan,South Korea,3,0.0,3.0,17226,5,0,Luxury (>$110K),3.945,461.77,Medium,1932937728.48,Recent (2022-2025)
Fisker,Ocean,2015,Zinc-Air,62.3,337,Nacs,2.8,80839.11,Candy Apple Red,Vietnam,1,0.0,3.0,13446,3,0,Premium ($80K–$110K),5.409,239.88,High,1086962673.06,Early (2015-2018)
Tesla,Roadster (upcoming),2024,Lithium-Sulfur,56.8,147,Vehicle-To-Grid (V2G),3.9,142642.95,Cosmic Purple,France,2,0.0,5.0,6443,4,0,Luxury (>$110K),2.588,970.36,Low,919048526.85,Recent (2022-2025)
Porsche,Cayenne Electric (upcoming),2022,Flow Batteries,136.3,367,Overhead Pantograph Charging,6.0,80426.79,Stealth Gray,Japan,5,0.0,4.0,5900,5,0,Premium ($80K–$110K),2.693,219.15,Medium,474518060.99999994,Recent (2022-2025)
Chevrolet,Volt (PHEV),2021,Magnesium-Ion,29.0,267,Mobile Charging,1.7,96057.48,Black,Uk,3,0.0,3.0,9823,5,0,Premium ($80K–$110K),9.207,359.77,Top,943572626.04,Mid (2019-2021)
Porsche,Taycan,2017,Lithium-Sulfur,92.8,327,Solar Charging,3.6,62078.29,Navy Blue,Russia,2,0.0,3.0,16416,4,0,Mid ($50K–$80K),3.524,189.84,Medium,1019077208.64,Early (2015-2018)
Ferrari,Roma PHEV,2022,Zinc-Air,118.9,105,Nacs,4.6,65210.63,Matte White,Argentina,3,0.0,5.0,18606,3,0,Mid ($50K–$80K),0.883,621.05,Low,1213308981.78,Recent (2022-2025)
Toyota,Lexus UX 300e,2022,Nickel-Metal Hydride,45.7,322,Battery Swapping,1.2,31450.55,White,Ireland,4,0.0,4.0,15784,5,0,Budget (<$50K),7.046,97.67,Top,496415481.2,Recent (2022-2025)
Toyota,bZ4X,2016,Nickel-Cobalt-Aluminum,114.4,220,Mobile Charging,9.5,102408.71,Titanium,Japan,1,0.0,4.0,14003,3,0,Premium ($80K–$110K),1.923,465.49,Low,1434029166.13,Early (2015-2018)
Subaru,Solterra,2025,Flow Batteries,73.4,148,Solar Charging,3.1,90622.66,Matte Black,Spain,3,0.0,3.0,17767,4,0,Premium ($80K–$110K),2.016,612.32,Low,1610092800.22,Recent (2022-2025)
Genesis,GV80 Electric,2021,Lithium-Sulfur,136.5,534,Vehicle-To-Home (V2H),2.0,135220.69,Stealth Gray,Austria,0,0.0,5.0,2855,5,1,Luxury (>$110K),3.912,253.22,Medium,386055069.95,Mid (2019-2021)
Byd,Atto 3,2024,Zinc-Air,24.4,130,Chademo,5.7,140940.34,Pearl White,Singapore,0,0.0,3.0,14890,5,0,Luxury (>$110K),5.328,1084.16,High,2098601662.6,Recent (2022-2025)
Lamborghini,Lanzador (upcoming EV),2015,Lithium-Sulfur,146.9,286,Vehicle-To-Grid (V2G),9.2,81408.56,Pink,Japan,1,0.0,5.0,16685,3,0,Premium ($80K–$110K),1.947,284.65,Low,1358301823.6,Early (2015-2018)
Rivian,R1T,2021,Nickel-Manganese-Cobalt,103.8,440,Inductive (Wireless) Charging,0.8,78546.18,Ice Silver,Canada,1,0.0,4.0,15577,5,1,Mid ($50K–$80K),4.239,178.51,High,1223513845.86,Mid (2019-2021)
Genesis,GV80 Electric,2016,Zinc-Air,22.1,362,Vehicle-To-Home (V2H),6.3,90848.0,Pink,Switzerland,2,0.0,3.0,12688,4,0,Premium ($80K–$110K),16.38,250.96,Top,1152679424.0,Early (2015-2018)
Citroen,ë-C4,2024,Nickel-Cobalt-Aluminum,46.6,448,Nacs,8.5,113231.94,Rose Gold,Turkey,3,0.0,5.0,10572,3,1,Luxury (>$110K),9.614,252.75,Top,1197088069.68,Recent (2022-2025)
Mini,Mini Aceman,2019,Zinc-Air,37.9,524,Ccs,8.5,37041.92,Ruby Red,United Arab Emirates,5,0.0,4.0,14509,3,1,Budget (<$50K),13.826,70.69,Top,537441217.28,Mid (2019-2021)
Li Auto,MEGA,2018,Nickel-Metal Hydride,129.1,490,Dc Fast Charging (Dcfc),5.1,49543.12,Sky Blue,Usa,4,0.0,5.0,2624,5,1,Budget (<$50K),3.796,101.11,Medium,130001146.88000001,Early (2015-2018)
Ferrari,Ferrari EV (2025+),2017,Nickel-Manganese-Cobalt,35.6,178,Vehicle-To-Grid (V2G),8.6,145893.06,Navy Blue,Switzerland,1,0.0,3.0,17494,4,0,Luxury (>$110K),5.0,819.62,High,2552253191.64,Early (2015-2018)
Canoo,Pickup,2024,Lithium-Sulfur,42.3,400,Solar Charging,2.3,54749.62,Ice Silver,Israel,5,0.0,5.0,7779,4,1,Mid ($50K–$80K),9.456,136.87,Top,425897293.98,Recent (2022-2025)
Subaru,Solterra,2016,Lithium-Sulfur,66.6,389,Vehicle-To-Grid (V2G),5.7,149266.07,Gun Metal,Norway,3,0.0,3.0,65,4,0,Luxury (>$110K),5.841,383.72,High,9702294.55,Early (2015-2018)
Honda,Honda e (discontinued),2023,Nickel-Metal Hydride,144.6,239,Ultra-Fast Charging (350 Kw+),7.0,91515.56,Navy Blue,Portugal,1,0.0,5.0,2468,4,0,Premium ($80K–$110K),1.653,382.91,Low,225860402.07999998,Recent (2022-2025)
Renault,Megane E-Tech,2021,Nickel-Manganese-Cobalt,85.3,574,Level 1 Charging,4.9,75228.62,Ruby Red,Portugal,5,0.0,5.0,19002,3,1,Mid ($50K–$80K),6.729,131.06,Top,1429494237.24,Mid (2019-2021)
Kia,EV9,2025,Calcium-Ion,52.8,495,Chademo,10.9,108485.87,Green,Mexico,3,0.0,3.0,15596,3,1,Premium ($80K–$110K),9.375,219.16,Top,1691945628.52,Recent (2022-2025)
Cadillac,Lyriq,2021,Flow Batteries,58.8,328,Level 2 Charging,2.8,91581.3,Matte White,Japan,0,0.0,5.0,5426,5,0,Premium ($80K–$110K),5.578,279.21,High,496920133.8,Mid (2019-2021)
Li Auto,L8,2025,Calcium-Ion,120.2,526,Solar Charging,10.2,69149.88,Black,Germany,4,0.0,4.0,18512,3,1,Mid ($50K–$80K),4.376,131.46,High,1280102578.5600002,Recent (2022-2025)
Genesis,G80 Electric,2025,Lithium-Sulfur,31.5,314,Level 1 Charging,5.4,101080.36,Orange,Ireland,3,0.0,4.0,13308,4,0,Premium ($80K–$110K),9.968,321.91,Top,1345177430.88,Recent (2022-2025)
Volkswagen,ID.3,2023,Lithium-Ion,88.9,530,Level 1 Charging,3.3,44405.63,Blue,Norway,3,0.0,4.0,9195,4,1,Budget (<$50K),5.962,83.78,High,408309767.84999996,Recent (2022-2025)
Rivian,R1S,2024,Nickel-Cobalt-Aluminum,101.9,194,Battery Swapping,4.3,92630.48,Platinum,Russia,0,0.0,4.0,4672,4,0,Premium ($80K–$110K),1.904,477.48,Low,432769602.56,Recent (2022-2025)
Mercedes-Benz,EQE SUV,2018,Nickel-Cobalt-Aluminum,97.6,399,Dc Fast Charging (Dcfc),11.3,48745.21,Crimson Red,Australia,0,0.0,5.0,14789,4,0,Budget (<$50K),4.088,122.17,High,720892910.6899999,Early (2015-2018)
Canoo,MPDV,2015,Lithium-Iron Phosphate,99.3,432,Vehicle-To-Home (V2H),0.5,140194.9,Copper,Belgium,1,0.0,4.0,1377,4,1,Luxury (>$110K),4.35,324.53,High,193048377.29999998,Early (2015-2018)
Fisker,Ocean,2021,Lithium-Sulfur,85.2,140,Vehicle-To-Home (V2H),9.6,123466.14,Bronze,Germany,3,0.0,5.0,17917,3,0,Luxury (>$110K),1.643,881.9,Low,2212142830.38,Mid (2019-2021)
Jaguar,I-PACE,2024,Nickel-Manganese-Cobalt,149.8,227,Overhead Pantograph Charging,3.7,115476.02,Tan,Sweden,1,0.0,4.0,13213,4,0,Luxury (>$110K),1.515,508.7,Low,1525784652.26,Recent (2022-2025)
Cadillac,Optiq (upcoming),2023,Nickel-Cobalt-Aluminum,56.9,137,Chademo,4.8,67249.43,Platinum,Russia,5,0.0,3.0,8407,3,0,Mid ($50K–$80K),2.408,490.87,Low,565365958.01,Recent (2022-2025)
Cadillac,Optiq (upcoming),2021,Nickel-Metal Hydride,41.6,310,Chademo,0.6,80034.35,Red,Australia,4,0.0,4.0,12352,5,0,Premium ($80K–$110K),7.452,258.18,Top,988584291.2,Mid (2019-2021)
Jeep,Grand Cherokee 4xe (PHEV),2024,Aluminum-Ion,115.8,505,Ultra-Fast Charging (350 Kw+),3.0,120179.48,Racing Red,New Zealand,3,0.0,4.0,14776,5,1,Luxury (>$110K),4.361,237.98,High,1775771996.48,Recent (2022-2025)
Porsche,Panamera EV,2021,Lithium-Ion,59.1,226,Battery Swapping,6.5,35862.69,Cobalt Blue,Spain,1,0.0,5.0,6212,5,0,Budget (<$50K),3.824,158.68,Medium,222779030.28,Mid (2019-2021)
Hyundai,Ioniq 5,2017,Nickel-Cobalt-Aluminum,21.3,102,Dc Fast Charging (Dcfc),3.8,35960.44,Lime Green,Australia,1,0.0,3.0,9992,5,0,Budget (<$50K),4.789,352.55,High,359316716.48,Early (2015-2018)
Genesis,GV70 Electric,2015,Calcium-Ion,57.0,579,Dc Fast Charging (Dcfc),3.0,44185.05,Electric Blue,South Africa,3,0.0,5.0,15403,3,1,Budget (<$50K),10.158,76.31,Top,680582325.1500001,Early (2015-2018)
Chevrolet,Equinox EV,2024,Lead-Acid,76.5,267,Plug-In Hydrogen Refueling,3.9,119073.94,Lime Green,Italy,0,0.0,5.0,4958,3,0,Luxury (>$110K),3.49,445.97,Medium,590368594.52,Recent (2022-2025)
Lotus,Eletre,2018,Sodium-Ion,128.1,115,Vehicle-To-Load (V2L),11.9,81372.86,Cobalt Blue,France,2,0.0,3.0,18624,5,0,Premium ($80K–$110K),0.898,707.59,Low,1515488144.64,Early (2015-2018)
Canoo,Lifestyle Vehicle,2025,Calcium-Ion,68.1,373,Chademo,10.6,40221.01,Lime Green,Argentina,0,0.0,3.0,17242,4,0,Budget (<$50K),5.477,107.83,High,693490654.4200001,Recent (2022-2025)
Ferrari,Roma PHEV,2022,Nickel-Metal Hydride,118.5,433,Solar Charging,10.3,30807.31,Forest Green,Poland,0,0.0,3.0,6362,4,1,Budget (<$50K),3.654,71.15,Medium,195996106.22,Recent (2022-2025)
Mini,Mini Aceman,2020,Calcium-Ion,72.6,106,Level 2 Charging,6.2,89504.17,Ruby Red,Netherlands,3,0.0,3.0,13731,3,0,Premium ($80K–$110K),1.46,844.38,Low,1228981758.27,Mid (2019-2021)
Citroen,Ami,2025,Nickel-Metal Hydride,145.6,175,Mobile Charging,10.1,119305.3,Matte Blue,Ireland,4,0.0,3.0,15060,3,0,Luxury (>$110K),1.202,681.74,Low,1796737818.0,Recent (2022-2025)
Lucid Motors,Lucid Gravity,2017,Magnesium-Ion,58.2,258,Battery Swapping,10.2,64393.34,Gun Metal,Usa,3,0.0,5.0,13630,3,0,Mid ($50K–$80K),4.433,249.59,High,877681224.1999999,Early (2015-2018)
Opel,Corsa-e,2020,Solid-State,140.0,553,Level 1 Charging,8.5,86452.32,Purple,China,4,0.0,3.0,18263,4,1,Premium ($80K–$110K),3.95,156.33,Medium,1578878720.16,Mid (2019-2021)
Hyundai,Ioniq 7 (upcoming),2018,Flow Batteries,41.6,375,Overhead Pantograph Charging,1.4,72201.03,Metallic Silver,Spain,3,0.0,4.0,16675,3,0,Mid ($50K–$80K),9.014,192.54,Top,1203952175.25,Early (2015-2018)
Fisker,Pear (upcoming),2023,Lithium-Titanate,30.3,477,Ccs,4.2,130220.14,Gold,Portugal,4,0.0,5.0,3832,4,1,Luxury (>$110K),15.743,273.0,Top,499003576.48,Recent (2022-2025)
Bmw,iX3,2022,Calcium-Ion,81.5,125,Solar Charging,0.6,59499.59,Titanium,Usa,2,0.0,4.0,602,3,0,Mid ($50K–$80K),1.534,476.0,Low,35818753.18,Recent (2022-2025)
Cadillac,Optiq (upcoming),2023,Nickel-Metal Hydride,43.2,511,Level 1 Charging,8.3,100627.96,Cream,Netherlands,5,0.0,4.0,17825,5,1,Premium ($80K–$110K),11.829,196.92,Top,1793693387.0,Recent (2022-2025)
Xpeng,G9,2025,Lithium-Titanate,116.7,437,Vehicle-To-Home (V2H),6.6,31493.71,Cream,Hungary,5,0.0,4.0,9256,5,1,Budget (<$50K),3.745,72.07,Medium,291505779.76,Recent (2022-2025)
Zeekr,Zeekr X,2018,Lithium-Titanate,50.8,469,Vehicle-To-Grid (V2G),2.0,36659.25,Metallic Silver,Ireland,2,0.0,4.0,16620,3,1,Budget (<$50K),9.232,78.16,Top,609276735.0,Early (2015-2018)
Citroen,ë-Spacetourer,2022,Lithium-Ion,85.7,594,Vehicle-To-Load (V2L),11.9,35107.21,Pearl White,Japan,5,0.0,3.0,17722,5,1,Budget (<$50K),6.931,59.1,Top,622169975.62,Recent (2022-2025)
Canoo,MPDV,2025,Aluminum-Ion,147.3,543,Ultra-Fast Charging (350 Kw+),1.4,53963.06,Rose Gold,Sweden,3,0.0,4.0,18138,4,1,Mid ($50K–$80K),3.686,99.38,Medium,978781982.28,Recent (2022-2025)
Lamborghini,Revuelto (PHEV),2020,Nickel-Metal Hydride,124.0,223,Nacs,8.1,43372.61,Ruby Red,Thailand,3,0.0,5.0,5207,3,0,Budget (<$50K),1.798,194.5,Low,225841180.27,Mid (2019-2021)
Nissan,Ariya,2018,Zinc-Air,137.6,447,Level 1 Charging,6.0,144236.76,Turquoise,Portugal,5,0.0,5.0,4508,5,1,Luxury (>$110K),3.249,322.68,Medium,650219314.08,Early (2015-2018)
Lucid Motors,Lucid Air,2022,Magnesium-Ion,28.3,299,Dc Fast Charging (Dcfc),10.0,98675.39,Volcanic Yellow,Belgium,3,0.0,4.0,13375,3,0,Premium ($80K–$110K),10.565,330.02,Top,1319783341.25,Recent (2022-2025)
Li Auto,L8,2018,Sodium-Ion,111.4,395,Plug-In Hydrogen Refueling,11.1,73596.25,White,Italy,0,0.0,3.0,12254,4,0,Mid ($50K–$80K),3.546,186.32,Medium,901848447.5,Early (2015-2018)
Canoo,MPDV,2022,Lithium-Ion,48.1,298,Plug-In Hydrogen Refueling,1.1,141375.16,Blue,Thailand,3,0.0,3.0,12155,3,0,Luxury (>$110K),6.195,474.41,High,1718415069.8,Recent (2022-2025)
Volkswagen,ID.Buzz,2023,Aluminum-Ion,103.3,431,Vehicle-To-Grid (V2G),3.6,30961.71,Matte White,Israel,3,0.0,5.0,3875,3,1,Budget (<$50K),4.172,71.84,High,119976626.25,Recent (2022-2025)
Bmw,iX3,2018,Flow Batteries,23.7,286,Chademo,0.8,61475.08,Pearl White,Denmark,3,0.0,5.0,19577,4,0,Mid ($50K–$80K),12.068,214.95,Top,1203497641.16,Early (2015-2018)
Volvo,XC40 Recharge,2024,Flow Batteries,127.2,596,Plug-In Hydrogen Refueling,1.0,104793.72,Matte White,Vietnam,3,0.0,4.0,9675,5,1,Premium ($80K–$110K),4.686,175.83,High,1013879241.0,Recent (2022-2025)
Rimac,Nevera,2019,Flow Batteries,96.8,170,Level 2 Charging,4.2,119659.99,Gun Metal,Czech Republic,2,0.0,4.0,18266,3,0,Luxury (>$110K),1.756,703.88,Low,2185709377.34,Mid (2019-2021)
Acura,ZDX (with GM Ultium),2023,Zinc-Air,70.6,422,Overhead Pantograph Charging,6.6,64007.22,Titanium,Czech Republic,3,0.0,3.0,19566,5,1,Mid ($50K–$80K),5.977,151.68,High,1252365266.52,Recent (2022-2025)
Byd,Tang EV,2016,Nickel-Manganese-Cobalt,100.1,126,Mobile Charging,8.5,75586.34,Forest Green,Indonesia,3,0.0,5.0,13862,3,0,Mid ($50K–$80K),1.259,599.89,Low,1047777845.0799999,Early (2015-2018)
Geely,Geometry A,2019,Nickel-Manganese-Cobalt,132.3,178,Vehicle-To-Grid (V2G),10.9,78732.6,Gray,Denmark,0,0.0,3.0,12270,3,0,Mid ($50K–$80K),1.345,442.32,Low,966049002.0000001,Mid (2019-2021)
Skoda,Enyaq,2016,Nickel-Manganese-Cobalt,50.0,471,Dc Fast Charging (Dcfc),5.4,127075.6,Purple,Vietnam,3,0.0,4.0,4225,3,1,Luxury (>$110K),9.42,269.8,Top,536894410.0,Early (2015-2018)
Honda,Honda Prologue,2016,Lithium-Iron Phosphate,51.9,267,Solar Charging,5.6,61841.79,Cosmic Purple,India,5,0.0,5.0,10481,5,0,Mid ($50K–$80K),5.145,231.62,High,648163800.99,Early (2015-2018)
Changan,Q05,2015,Sodium-Ion,113.9,163,Dc Fast Charging (Dcfc),9.2,141888.71,Emerald Green,Singapore,3,0.0,5.0,13258,5,0,Luxury (>$110K),1.431,870.48,Low,1881160517.1799998,Early (2015-2018)
Rivian,R1S,2020,Nickel-Cobalt-Aluminum,135.1,383,Ultra-Fast Charging (350 Kw+),2.7,68672.3,Gun Metal,Russia,5,0.0,3.0,12263,5,0,Mid ($50K–$80K),2.835,179.3,Medium,842128414.9,Mid (2019-2021)
Changan,SL03,2017,Lithium-Iron Phosphate,149.2,455,Vehicle-To-Load (V2L),10.2,126154.66,Green,Saudi Arabia,0,0.0,3.0,5372,3,1,Luxury (>$110K),3.05,277.26,Medium,677702833.52,Early (2015-2018)
Cadillac,Celestiq,2021,Nickel-Manganese-Cobalt,51.4,197,Chademo,8.4,102444.53,Aurora Blue,Switzerland,1,0.0,4.0,9473,4,0,Premium ($80K–$110K),3.833,520.02,Medium,970457032.6899999,Mid (2019-2021)
Chevrolet,Bolt EUV,2023,Aluminum-Ion,37.3,222,Nacs,9.9,142172.56,Sunset Orange,India,4,0.0,4.0,15512,3,0,Luxury (>$110K),5.952,640.42,High,2205380750.72,Recent (2022-2025)
Gmc,Hummer EV Pickup,2018,Lithium-Titanate,89.5,273,Chademo,1.0,58595.82,Midnight Black,Germany,2,0.0,4.0,13870,5,0,Mid ($50K–$80K),3.05,214.64,Medium,812724023.4,Early (2015-2018)
Lucid Motors,Lucid Air,2017,Lead-Acid,56.3,170,Inductive (Wireless) Charging,11.6,89357.28,Red,Ireland,1,0.0,4.0,15835,4,0,Premium ($80K–$110K),3.02,525.63,Medium,1414972528.8,Early (2015-2018)
Canoo,Pickup,2016,Sodium-Ion,129.6,453,Mobile Charging,2.0,76680.48,Candy Apple Red,Hungary,5,0.0,4.0,18058,3,1,Mid ($50K–$80K),3.495,169.27,Medium,1384696107.84,Early (2015-2018)
Jaguar,I-PACE,2015,Lithium-Titanate,128.2,503,Solar Charging,11.8,55613.29,Charcoal,Norway,3,0.0,3.0,4203,4,1,Mid ($50K–$80K),3.924,110.56,Medium,233742657.87,Early (2015-2018)
Geely,Geometry C,2022,Lithium-Iron Phosphate,46.5,138,Vehicle-To-Grid (V2G),10.7,90747.84,Silver,Thailand,2,0.0,4.0,14514,3,0,Premium ($80K–$110K),2.968,657.59,Medium,1317114149.76,Recent (2022-2025)
Rivian,EDV (Electric Delivery Van),2020,Lithium-Ion,50.9,508,Level 2 Charging,4.4,67583.03,Sapphire Blue,Turkey,1,0.0,4.0,1231,5,1,Mid ($50K–$80K),9.98,133.04,Top,83194709.92999999,Mid (2019-2021)
Great Wall Motors,ORA Ballet Cat,2019,Lithium-Titanate,27.0,559,Vehicle-To-Load (V2L),3.6,111047.7,Brown,New Zealand,2,0.0,4.0,4512,4,1,Luxury (>$110K),20.704,198.65,Top,501047222.4,Mid (2019-2021)
Ferrari,SF90 Stradale (PHEV),2021,Calcium-Ion,40.8,531,Level 2 Charging,3.3,78580.56,Cobalt Blue,Turkey,2,0.0,4.0,8597,4,1,Mid ($50K–$80K),13.015,147.99,Top,675557074.3199999,Mid (2019-2021)
Renault,Megane E-Tech,2019,Zinc-Air,78.2,261,Vehicle-To-Load (V2L),7.9,55063.89,Matte Black,Switzerland,5,0.0,5.0,18819,5,0,Mid ($50K–$80K),3.338,210.97,Medium,1036247345.91,Mid (2019-2021)
Dacia,Bigster EV (upcoming),2024,Magnesium-Ion,30.1,406,Vehicle-To-Grid (V2G),0.9,118811.14,Purple,Hungary,3,0.0,5.0,6800,3,1,Luxury (>$110K),13.488,292.64,Top,807915752.0,Recent (2022-2025)
Canoo,Pickup,2021,Lithium-Sulfur,48.1,167,Ultra-Fast Charging (350 Kw+),11.7,60871.19,Beige,France,3,0.0,5.0,17487,5,0,Mid ($50K–$80K),3.472,364.5,Medium,1064454499.5300001,Mid (2019-2021)
Audi,e-tron,2020,Zinc-Air,57.5,577,Mobile Charging,3.1,31954.04,Ice Silver,China,3,0.0,3.0,4504,3,1,Budget (<$50K),10.035,55.38,Top,143920996.16,Mid (2019-2021)
Canoo,MPDV,2023,Lithium-Titanate,139.0,580,Vehicle-To-Load (V2L),4.0,129205.31,Emerald Green,Netherlands,5,0.0,4.0,2104,5,1,Luxury (>$110K),4.173,222.77,High,271847972.24,Recent (2022-2025)
Opel,Grandland Electric,2023,Nickel-Metal Hydride,138.2,165,Inductive (Wireless) Charging,5.7,107155.2,Ruby Red,New Zealand,3,0.0,4.0,2208,4,0,Premium ($80K–$110K),1.194,649.43,Low,236598681.6,Recent (2022-2025)
Lotus,Eletre,2021,Lithium-Titanate,30.0,474,Inductive (Wireless) Charging,8.5,60650.14,Ruby Red,Argentina,3,0.0,5.0,8880,4,1,Mid ($50K–$80K),15.8,127.95,Top,538573243.2,Mid (2019-2021)
Nissan,Ariya,2023,Nickel-Cobalt-Aluminum,109.3,419,Battery Swapping,7.0,125613.57,Metallic Silver,Saudi Arabia,0,0.0,4.0,5051,3,1,Luxury (>$110K),3.833,299.79,Medium,634474142.07,Recent (2022-2025)
Xpeng,P7,2015,Calcium-Ion,90.6,393,Chademo,5.3,76102.93,Gray,Usa,3,0.0,5.0,14733,5,0,Mid ($50K–$80K),4.338,193.65,High,1121224467.6899998,Early (2015-2018)
Mg,MG ES5,2019,Sodium-Ion,84.9,574,Plug-In Hydrogen Refueling,4.2,120192.95,Teal,Russia,1,0.0,3.0,224,3,1,Luxury (>$110K),6.761,209.4,Top,26923220.8,Mid (2019-2021)
Nio,EL7,2020,Lead-Acid,122.3,312,Chademo,3.8,36898.78,Red,Indonesia,2,0.0,4.0,9913,4,0,Budget (<$50K),2.551,118.27,Low,365777606.14,Mid (2019-2021)
Audi,A6 e-tron (upcoming),2024,Zinc-Air,81.4,251,Level 1 Charging,2.2,131763.61,Metallic Silver,Denmark,4,0.0,4.0,7647,4,0,Luxury (>$110K),3.084,524.95,Medium,1007596325.6699998,Recent (2022-2025)
Canoo,Pickup,2015,Lithium-Titanate,28.3,110,Ultra-Fast Charging (350 Kw+),5.2,35469.82,Sapphire Blue,Poland,2,0.0,5.0,13474,3,0,Budget (<$50K),3.887,322.45,Medium,477920354.68,Early (2015-2018)
Porsche,Taycan,2020,Lithium-Titanate,26.3,413,Ultra-Fast Charging (350 Kw+),0.8,103045.6,Bronze,China,5,0.0,4.0,2169,5,1,Premium ($80K–$110K),15.703,249.51,Top,223505906.4,Mid (2019-2021)
Great Wall Motors,ORA Ballet Cat,2022,Calcium-Ion,129.8,520,Vehicle-To-Load (V2L),2.1,62728.32,Charcoal,United Arab Emirates,1,0.0,5.0,431,4,1,Mid ($50K–$80K),4.006,120.63,Medium,27035905.919999998,Recent (2022-2025)
Rimac,Nevera,2022,Lithium-Iron Phosphate,66.0,494,Plug-In Hydrogen Refueling,9.1,89057.16,Graphite Gray,Usa,3,0.0,5.0,8231,5,1,Premium ($80K–$110K),7.485,180.28,Top,733029483.96,Recent (2022-2025)
Nissan,Ariya,2024,Calcium-Ion,101.6,380,Level 2 Charging,2.1,147910.92,White,Netherlands,2,0.0,3.0,7643,3,0,Luxury (>$110K),3.74,389.24,Medium,1130483161.5600002,Recent (2022-2025)
Fisker,Ocean,2020,Lead-Acid,56.4,530,Level 1 Charging,5.9,131326.08,Charcoal,Japan,4,0.0,4.0,9361,5,1,Luxury (>$110K),9.397,247.79,Top,1229343434.8799999,Mid (2019-2021)
Zeekr,Zeekr 007,2020,Zinc-Air,67.5,585,Ccs,8.0,38003.24,Brown,Portugal,5,0.0,3.0,16412,5,1,Budget (<$50K),8.667,64.96,Top,623709174.88,Mid (2019-2021)
Citroen,Ami,2017,Calcium-Ion,98.8,502,Plug-In Hydrogen Refueling,8.5,126717.71,Bronze,France,1,0.0,3.0,14069,3,1,Luxury (>$110K),5.081,252.43,High,1782791461.99,Early (2015-2018)
Peugeot,e-3008,2023,Nickel-Cobalt-Aluminum,113.1,487,Battery Swapping,2.4,80398.8,Aurora Blue,Czech Republic,1,0.0,3.0,81,4,1,Premium ($80K–$110K),4.306,165.09,High,6512302.8,Recent (2022-2025)
Xpeng,G6,2024,Lithium-Iron Phosphate,105.4,428,Dc Fast Charging (Dcfc),4.8,147807.12,Matte Black,Uk,4,0.0,4.0,11855,4,1,Luxury (>$110K),4.061,345.34,Medium,1752253407.6,Recent (2022-2025)
